is_blue,is_local,is_core,arpu,brand,gender,age,id_area,avg_time,avg_distance,avg_speed,n_obs,manhua_ltime,manhua_lflux,jinrongye_ltime,jinrongye_lflux,zhuti_zhuomian_ltime,zhuti_zhuomian_lflux,wuliu_kuaidi_ltime,wuliu_kuaidi_lflux,yule_zixun_ltime,yule_zixun_lflux,dongzuo_youxi_ltime,dongzuo_youxi_lflux,qiche_xinxi_ltime,qiche_xinxi_lflux,caijing_zixun_ltime,caijing_zixun_lflux,waiyu_ltime,waiyu_lflux,junshi_zixun_ltime,junshi_zixun_lflux,lvyou_chuxing_ltime,lvyou_chuxing_lflux,bangong_wenjiao_ltime,bangong_wenjiao_lflux,shouji_shuma_ltime,shouji_shuma_lflux,shequ_luntan_ltime,shequ_luntan_lflux,hunlian_jiaoyou_ltime,hunlian_jiaoyou_lflux,gongju_ruanjian_ltime,gongju_ruanjian_lflux,tuangou_dazhe_ltime,tuangou_dazhe_lflux,waimai_songcan_ltime,waimai_songcan_lflux,dache_ruanjian_ltime,dache_ruanjian_lflux,cidian_fanyi_ltime,cidian_fanyi_lflux,shejiao_wangluo_ltime,shejiao_wangluo_lflux,anquan_shadu_ltime,anquan_shadu_lflux,dianying_ltime,dianying_lflux,shouji_yuedu_ltime,shouji_yuedu_lflux,liulanqi_ltime,liulanqi_lflux,keji_zixun_ltime,keji_zixun_lflux,fuzhuang_fangzhi_ltime,fuzhuang_fangzhi_lflux,shijian_tianqi_ltime,shijian_tianqi_lflux,dianzi_zhifu_ltime,dianzi_zhifu_lflux,yiliao_jiankang_ltime,yiliao_jiankang_lflux,weizhang_chaxun_ltime,weizhang_chaxun_lflux,shouji_shipin_ltime,shouji_shipin_lflux
0,Y,Y,89,苹果,01,05,220204,771.823999999999955,1857.8130000000001,120.114000000000004,273,,,,,,,396,15360,,,,,62275,2725131,87,840,,,,,1240333,6940467,,,520618,667923,,,,,301,1402,1301923642,5522274244,1289961,74440546,744468,14362371,,,2419806,7902267,13000,145643,,,13930495,20552796,27746,382646,47,378,,,,,1959312,63969672,46144,247102,,,98100233,5336359304
0,Y,Y,23.6999999999999993,苹果,02,13,350205,781.315000000000055,4517.07600000000002,63.347999999999999,92,,,,,,,2948118,108175036,,,,,40,786,10000,273,,,,,21694,47479,,,73,1228,,,,,555372,4704265,200994,1312172,43000,107096,3,1323,,,378029,5135120,,,,,393466,22490049,2107730,1590515,,,,,,,598026,9713013,,,,,3961641,461829569
0,Y,Y,0,"""""",02,09,350212,3776.75,24436.3329999999987,26.5829999999999984,12,,,,,,,,,,,,,180,8965,,,,,,,39161,110863,,,540803,1559396,,,46065,256966,60,272,2753,476338,,,,,,,6277753,26157815,11265,17429,,,110000,359119,651491,354381,,,,,882,39065,8000,109785,,,,,5596791,543039347
0,N,Y,84.5400000000000063,IQOO,01,05,500240,1387.84400000000005,4487.85599999999977,111.756,90,,,,,,,130,312,,,157,332,6623108,372415570,2112,9891,,,,,6222555,27718907,,,2567507,551567,,,312575,334257,138860027,381334618,3576671,24576387,2072285,149886923,1645999,14998618,64,452,10804984,95330307,363517,592078,,,1127627,2407398,1385312,7446015,35380,652122,,,168145,884216,5894800,108087228,133557,30197,354142,15622494,469301128,22764056069
0,,,,,,,,1279.13200000000006,9309.63199999999961,46,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,1727.59999999999991,18420.012999999999,45.7199999999999989,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,48,苹果,01,07,350424,1097.55899999999997,10658.3240000000005,68.632000000000005,68,,,,,,,,,,,,,410150,1406392,21774,10439,,,,,487662,1515882,,,747,5616,,,,,473,341444,963997,2697812,3694381,345466,86,3969,10756,15541,2970786,12905826,168855,266443,,,551811,6079321,128,381,,,,,,,530204,3210494,38,151,,,23442496,586817484
0,Y,Y,70.5999999999999943,苹果,02,05,350923,698.365000000000009,4291.87299999999959,296,63,,,,,,,1083767,22466360,,,1,326,1219,931557,,,,,,,6799616,96576426,,,15594,931431,,,148,276,237766,38128387,10696305,345114231,1323806,8068756,5166918,44748919,1003,11647,19887378,888695555,1468,28647,,,12291869,15239258,76795,259832,,,,,578,155692,12686205,202230183,742,18279,1000,23818,101943350,17961688455
0,Y,Y,19,荣耀,01,11,220581,787.600000000000023,7639.39999999999964,54.1000000000000014,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10877,24292,,,64,500,,,,,,,,,,,,,,,63,612,,,,,9290,16803
0,,,,,,,,2126.84999999999991,6696.96699999999964,39.5670000000000002,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,47.5600000000000023,苹果,02,07,130682,1044.27600000000007,5600.65499999999975,33.5859999999999985,58,,,,,,,0,194,,,,,544,34509,,,,,,,614315,20130046,,,26473,15664,,,,,124894,3393641,5419086,123888474,457914,20262567,4751916,49564823,,,3830865,41018820,674,31671,,,1648464,1865276,59093,228902,,,,,,,1980111,62554203,100105,1122403,,,34045042,1974898291
0,,,,,,,,925.33299999999997,3870.66699999999992,8.66699999999999982,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,199,华为,02,09,370481,877.873000000000047,9474.42300000000068,99.3940000000000055,71,,,,,,,460,7101,,,,,3864,127208,209,2014,,,,,198798,1972573,,,97,874,,,47000,2215634,40207,1040245,2107135,70095105,1318,675097,1353502,7225866,,,395217,1619345,23481,51887,,,45688662,128104911,234837,399778,31,483,,,,,2858873,171309842,7401,30896,,,147549485,18385013869
0,,,,,,,,2250.07700000000023,14260.4619999999995,36.0260000000000034,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,1984.50900000000001,9428.85499999999956,48.1270000000000024,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,45.0499999999999972,苹果,01,09,350424,628.370999999999981,5618.72900000000027,68.757000000000005,70,,,2,329,,,,,,,,,136818,649635,,,,,,,849438,1952634,,,25093,1144,,,,,499066,293048,322951,1051087,202608,20781,1188662,9913125,,,799999,1559753,2003,12871,,,24237709,31244403,74561,518504,,,,,1,624,8399592,62080230,2,572,12000,921502,79523148,5392921673
0,Y,Y,10,苹果,02,06,350582,714.649999999999977,4732.75,25.0500000000000007,20,,,,,,,,,,,,,,,,,,,,,,,,,307,7503,,,,,,,191000,231288,,,,,,,59976,6592,,,,,,,,,,,,,,,301,3648,,,,,118665,2026134
0,N,N,10,华为,01,09,360428,774.44399999999996,4427.74099999999999,54.7779999999999987,27,,,,,,,69106,3520,,,,,99183,25000,782387,463547,,,,,34985061,347283208,,,77071,43036,,,0,40,62744,31817,12372670,879954270,1273953,3151971,6797626,206108762,,,1688530,1731347,688250,405520,,,31979157,7516691,2436007,2481385,1499045,870693,,,,,4132878,32791114,228941,324342,,,55104479,609113344
0,N,N,35.5799999999999983,小米,01,12,140102,661.11099999999999,4669.36099999999988,45.9720000000000013,36,,,,,,,,,,,,,63000,297907,,,,,,,25,4493,,,80411337,34058494,,,,,127,434,,,,,,,,,1160052,4763414,273550,77014,,,8336074,9983041,2941830,45695125,339,9502,,,,,2579109,100961562,120000,12134,,,5004666,60395924
0,Y,Y,234,华为,02,05,411526,1721.923,11301.8459999999995,9545,13,41,675,,,,,572463,766500,,,,,2352673,26542748,1092961,2260227,,,,,3086588,14653874,,,3694443,6255664,,,1231903,697836,23071375,544492911,7940890,224773525,781428,3492705,1619646,29409169,,,17666752,948601209,136108,613431,22,279,113708198,1219088558,3814128,25952664,,,,,2080,21368,2140973,3997379,2186663,12629161,1,371,376134921,24538894394
0,Y,Y,149.099999999999994,苹果,02,07,350524,721.15300000000002,3505,214.472000000000008,72,,,,,,,20087,67710,,,7557,23468,113023,4042,,,,,,,3237770,12719195,,,1217363,694398,,,,,210467,2483312,3301017,72378101,1593523,6417666,887816,19358541,,,1917436,2922202,,,,,7549519,50079532,22182,135254,,,,,2002,8214,2046597,4755441,308693,3445979,,,66308990,1743064696
0,N,Y,41.1000000000000014,REALME,02,06,230182,1281.31799999999998,7591.12100000000009,109.802999999999997,66,,,,,,,454801,6532529,,,148061,24345,93729,1600895,160001,8685035,,,,,17471695,79177710,,,95312,41384,,,377263,1326729,6379158,181088,30437241,1038590071,12544353,73179607,13345234,140398370,72,352,54467932,298990133,95313,3340250,51,567,106136269,128052680,4329571,23204897,31450,9279,,,42347,33191,46159308,82531581,95353,3942,2,398,595615823,28768806406
0,N,Y,79.7000000000000028,华为,02,09,130203,1170.44599999999991,6310.48599999999988,122.203000000000003,74,,,27000,231651,,,356845,53290289,,,,,1633,26672,1686694,25385134,,,,,11344499,246315749,,,255596,12120836,,,420546,11945,422220,5515447,24741280,972707708,370731,1394368,767420,17064877,,,5186310,126335852,3567637,36478117,,,2949759,21656473,13672143,11513475,2594598,1727659,,,0,564,23362724,186308151,66535,743199,,,59964373,1459694239
0,,,,,,,,2994.51999999999998,7105.88000000000011,142.680000000000007,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,16,小米,01,06,350626,640.188999999999965,2082.82999999999993,16.8490000000000002,53,,,,,,,,,,,,,73222,51954,,,,,,,,,,,5215,44252,,,,,,,,,,,,,,,32004,10981,,,,,685014,167961,,,,,,,15000,6066,,,,,,,1286508,3132994
0,Y,Y,56,HONOR,01,10,422301,1169,12819.9050000000007,24.9050000000000011,63,,,,,,,2000,1320,,,,,1001,1030,,,,,,,,,,,,,,,777,3600,4751,46724,1437237,22958632,34523,2244,122000,27448,,,3039,2581,356302,171901,,,2134409,1723432,23977,287606,,,,,,,176218,101299,915,708,,,10559542,456115658
0,,,,,,,,832.650999999999954,4601.7470000000003,118.445999999999998,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,159.199999999999989,苹果,01,06,350781,1314.79999999999995,5934.11399999999958,18.7710000000000008,35,,,,,,,1218,2191,,,,,125157,166623,126053,21896,,,,,4048837,245175951,,,273409,142315,,,675,8466,11664532,1015779288,11632072,77594073,2634067,72135991,2029640,26542619,,,33917068,509087691,90740,77100,,,3254344,10442466,1565481,1167862,278074,290250,,,129000,287679,9267323,72006185,1842820,185504702,96000,48770,297822044,15601812898
0,Y,Y,170.949999999999989,苹果,02,07,352230,1777.58300000000008,14581.9580000000005,1082.54199999999992,24,,,,,,,10301316,167638331,,,8888,24242,160014,5953820,63132,464025,,,,,6551244,141841071,,,1171,4034,,,,,1084962,25192014,59293373,1723306557,8814737,148006745,2613048,5456597,,,128622486,1175035832,369469,96990,,,41620154,31496214,1265436,1019216,3133,3503,,,6,1343,15102664,219301370,718118,945380,124001,405435,328775716,16342214775
0,,,,,,,,648.215000000000032,2222.54399999999987,221.722000000000008,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,120,苹果,02,06,350182,1596.26700000000005,8444.46700000000055,31.1000000000000014,30,,,,,,,405771,11080255,,,,,4391910,35326776,12053,6392002,,,,,143435,1658054,,,147,447,,,,,74057330,29314878,8296021,52979732,2989782,47896661,65330,697275,,,56469789,51099778,,,,,233074,150351,14565717,12024578,,,,,81,156,5940093,47645698,106316,704277,3000,49108,23566126,269967305
0,N,Y,239.599999999999994,欧珀,01,10,350321,956.489000000000033,8554.2549999999992,99.9789999999999992,94,,,,,,,23459790,103229645,,,3002,1160,4360486,249643300,3310785,28473368,,,,,15957859,635275538,,,999226,74775924,,,290633,33175,14605606,4747310323,7264576,175211661,4119020,8716825,7186778,86581610,1000,906,102928367,1243096457,1081790,2740807,114,1296,204553770,198581993,43720782,152270863,249904,3168926,,,60644,13711,13037152,130514689,560237,1447461,5,840,877765073,16987115730
0,Y,Y,10,HONOR,01,09,350524,126.570999999999998,776.856999999999971,108.929000000000002,14,,,,,,,1000,240,,,57,891,,,,,,,,,1781014,4877435,,,454,856,,,,,,,652,1869,0,120,,,,,30186,138628,45341,22350,,,30314,602462,180621,492449,,,,,,,96588,126841,,,,,1237858,254125923
0,Y,Y,58.8999999999999986,红米,01,06,513023,1818.98299999999995,3094.34999999999991,26.6750000000000007,120,,,,,,,5,890,,,,,203478,107617,,,,,,,7,1295,,,400508,294293,,,,,501344,1134712,295535,573110,1185255,9071538,0,40,,,1123119,1544476,,,,,156574,26187,0,63,,,,,,,113203,312645,,,,,15297939,172724422
0,,,,,,,,2818.97400000000016,11821.8160000000007,60.7629999999999981,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,39.6000000000000014,小米,02,05,350427,1088.10699999999997,2838.89300000000003,115.429000000000002,28,,,,,,,,,,,,,643,88962,,,,,,,293484,656767,,,752195,680791,,,,,,,1242277,16918273,662,19856,165196,248041,,,228258,583617,,,,,56,239,13997,9728,,,,,,,205459,193762,,,,,123735,212981
0,Y,Y,0.0200000000000000004,"""""",03,16,"""""",1504.29199999999992,8509.41699999999946,95.6670000000000016,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,29,苹果,02,05,452122,477.786000000000001,1489.35699999999997,53.429000000000002,28,,,,,,,115260,331989,,,,,244,21942,,,,,,,3554429,24800027,,,378,2164,,,,,183742,57824,6564112,142567136,7000,1209132,830126,2602139,,,506154,8139994,,,,,1690345,2473985,8565,36490,2,353,,,,,5014630,37037063,14061,102506,,,19708224,451488038
0,Y,Y,108.719999999999999,华为,01,10,370682,747.458999999999946,9439.24300000000039,121.459000000000003,37,,,,,,,327998,4081223,,,,,2998141,23914821,110,703,,,,,5661364,171436806,,,64325,205291,,,861154,323889,89555,1410465,2444762,33872234,27045,13999,42693,870794,702028,13853885,2314464,7109481,726663,4893649,1000,1092779,70545567,62062184,4841585,13003377,11340007,435278028,,,174,12029,16754708,249049092,154389,64637,248,5021,224452284,16743768595
0,Y,Y,55.2999999999999972,华为,02,08,350204,1065.14899999999989,6096.91700000000037,26.4549999999999983,121,,,,,,,485883,30375166,,,,,998,1077,,,,,,,251327,1146376,,,26,104,,,,,254156,105332,7771102,84053971,1110414,7101116,8610,1025950,,,778001,4192804,12833,395022,,,3290577,2073648,450544,3289489,,,,,,,1759069,52512507,,,,,45330448,878912262
0,,,,,,,,834.548999999999978,3962.52700000000004,115.867999999999995,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,N,Y,0,苹果,01,06,350625,1565.90499999999997,5454.83600000000024,130.896999999999991,116,,,,,,,,,,,,,54,841,,,,,,,24003,13304,,,701800,4505699,,,,,191495,24155963,121269,565735,62,687,,,,,906857,3714955,,,,,147282,6547345,17545,3345338,2,272,,,,,3012,37125,,,,,10513269,1356219338
0,,,,,,,,2319.45200000000023,6352.79500000000007,200.725999999999999,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,N,N,43,苹果,01,05,440583,1287.26800000000003,5482.85699999999997,130.054000000000002,56,,,,,,,1272834,120259307,,,,,34563,147565,1667,340,,,,,4323863,25564548,,,121781,219715,,,,,5198687,1496615,71704012,1770428059,106415715,333684058,1342816,33880497,,,23907509,1649674503,165016,169418,2000,656,22197988,28443908,19528221,114796381,,,,,,,3678305,37503052,1013291,21853560,,,231163506,23336267201
0,Y,Y,31,红米,01,12,352102,403.230999999999995,1821.077,32.5379999999999967,13,,,,,,,,,,,,,,,,,,,,,,,,,4979026,21707130,,,,,15838,14246,86,75927,,,,,,,2932390,7856476,142,8009,,,13616,398353,174147,127647,,,,,,,199086,11704499,,,,,2751305,224732937
0,Y,Y,68,苹果,02,13,422626,483,2797.55600000000004,43.7779999999999987,9,,,,,,,,,,,,,,,2000,24793,,,,,27640,318194,,,87,725,,,,,451,334897,5694,29610,51,222,12167,4719154,,,529717,526167,31000,11605,,,4811219,5042870,,,,,,,,,379288,658637,,,,,6942976,266750738
0,Y,Y,169,"""""",01,06,130132,391.774000000000001,2587.29799999999977,151.786000000000001,84,,,,,,,1309721,11879947,,,,,29238,714015,284,8014,,,,,5330803,63075498,,,7009,3444555,,,29530,200891,365739,1250033,73848826,2817755355,2770360,44705629,14069474,120009984,,,43693414,832579785,,,,,16567822,12152397,442681,576806,1523,9200,,,,,16804007,247664994,484855,4135172,,,288837733,25589720597
0,N,N,6,维沃,02,10,412923,1962,4194,8,1,,,,,,,42000,6697,,,,,59,476,,,,,,,15191,1112776,,,23,237,,,,,103559,965348,4525123,78148260,107969,515003,3254,8788,,,701897,15414212,12911,3141064,,,327167,11782659,950544,1218674,,,,,,,3015609,7461060,112102,110208,,,10523877,722219993
0,Y,Y,88.9000000000000057,HONOR,01,06,350783,990.34699999999998,2037,108.537000000000006,216,,,,,,,36,397,,,23,111,17521,68609,,,,,232,6908,1439508,2418845,,,1521279,1596028,,,31574,540037,3640609,116316312,117095513,463517589,1055337143,1119817189,354543,1581773,8000,720,3450793,7107331,196617,2107801,,,106758973,259520829,3731992,215298890,,,,,,,40818247,146149920,14556,11006,,,241155851,16216749969
0,N,Y,54.8999999999999986,苹果,02,10,350322,5869,62849,34.5,2,,,,,,,,,,,,,40,1283,,,,,,,4532153,31615111,,,51,1626,,,,,91381,1112568,7174868,166759283,1639548,13255855,1754501,22023192,,,5512754,212681734,,,123833,1158161,25123279,87284352,19843,160115,,,,,,,195145,1717888,36,604,,,73992401,8657788861
0,Y,Y,58,维沃,01,11,350321,720.799999999999955,1046.79999999999995,52.4500000000000028,20,,,170,841,,,30,7679,,,,,1455798,26255046,417514,6877404,,,,,403,1360,,,102270,1609255,,,123,2232,627667,363510,316437,435128,72317,153963,138597,40847,,,5439219,16723646,26892,89551,,,12340152,12039470,988969,2693557,10907,461,,,,,44921192,238051993,8016,8565,,,88812516,5480668087
0,Y,Y,24.8999999999999986,苹果,01,10,350102,444.521999999999991,2388.66199999999981,57.0810000000000031,136,,,,,,,96,733,,,,,20000,1036,,,,,,,53,688,,,65799,1772,,,,,5367,111558,20953,52420,46,634,8,865,,,730666,12732353,602,17341,,,46543,210073,2,126,1,275,,,,,,,,,,,14671182,2730519989
0,Y,Y,144,华为,02,07,110102,1288.95499999999993,2428.21199999999999,16.2880000000000003,66,,,,,,,,,,,,,,,,,,,,,,,,,65400,10744,,,6,692,419,146662,682484,124437428,,,,,,,1786251,24854215,1228,49527,,,338400,450235,17785,87224,,,,,,,226000,47230,182,1840,,,2512375,660584316
0,,,,,,,,296.833000000000027,1345.22199999999998,457,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,88.2399999999999949,华为,01,08,350881,881.839000000000055,8095.64500000000044,61.3230000000000004,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22532,156298
0,N,Y,58,华为,02,08,412702,387.833000000000027,1768.83300000000008,118.832999999999998,12,,,,,,,141557,210565,,,,,837249,198895,,,,,,,749486,4779407,,,708743,279835,,,15817,6806,54495,78231,10454011,521144714,930282,2657857,976360,1172458,4,387,5306134,46928804,153633,6826624,,,4361230,10047202,7665690,147869995,6612,1783,,,1877078,34775994,5617920,95441237,393627,528032,,,115607383,13178569242
0,Y,Y,13,U-MAGIC,01,08,350203,1584.66699999999992,3011.66699999999992,116.332999999999998,3,,,,,,,,,,,,,321,2068,,,,,,,87,1772,,,16472,53797,,,,,1012,1064,161448,400982,37,212,60,656,,,811940,8280757,10823,20722,,,,,35000,279755,,,,,,,23,1026,1000,1176,,,5962163,169774756
0,Y,Y,52.6000000000000014,苹果,02,07,350481,918.883000000000038,6117.24499999999989,70.1380000000000052,94,,,2,349,,,95592,6227422,,,,,129735,17146157,,,,,,,4958412,36184225,,,188858,326360,,,,,375160,1699615,9347817,84545383,931847,15859025,2324312,24553806,130758,780119,1485026,8449800,205,12254,64,576,6563901,12805034,58647,79584,45,210,,,1,288,10302199,107358793,166360,4867386,,,63720138,2015133281
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,2455.05299999999988,14275.0879999999997,79.2810000000000059,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,164,苹果,01,08,350204,1106.02600000000007,5893.33799999999974,31.1950000000000003,77,,,,,,,251802,16476740,,,,,356,1396,,,,,,,135573,10388188,,,296,824,,,58571,141575,279521,19068086,318333,1151554,928994,305575,64111,5928674,,,627264,1875910,,,,,2453489,14311472,136615,145854,2,442,,,,,1296815,23234978,91376,1405245,59384,393944,63942409,5508907775
0,Y,Y,49.1000000000000014,维沃,02,11,352626,2478.8130000000001,19019.875,27.5629999999999988,16,,,,,,,,,,,,,7199629,6387760,,,,,,,442413,3138862,,,661710,489437,,,,,27825,73617,6314,106023,,,10627,237304,,,1515356,1099898,826,24987,,,34430,106047,1862197,262715,,,,,,,558536,5985755,48,462,,,6470659,160596740
0,Y,Y,34.6000000000000014,红米,02,04,230204,4224.66700000000037,2933.33300000000008,6.33300000000000018,3,,,,,,,,,,,,,92041,72360,1,132,,,,,578998,3030273,,,37763740,91300755,,,3739,5712,96614,402842,5780494,338032506,2528183,8657953,1505514,5214050,,,72657402,29598557,95761,7353,,,129678,708174,486109,5798748,85,1443,,,1,414,154148,630342,64038,1998,,,127974810,6054987993
0,Y,Y,53.0399999999999991,苹果,01,07,350622,600.533999999999992,4008.875,483.795000000000016,176,,,,,,,1966908,44039627,,,415,9363,2945853,76440348,216556,430909,,,,,5332115,71846678,,,7826276,161134114,,,24000,16712,1025948,2689852,6348872,120741453,2318407,7775492,17142516,27052078,365094,10110936,5531248,9717872,580878,308441,,,2715889,16985650,45052,241531,168243,172235,,,6933,448,4057983,39366000,21,1323,,,47317336,1193788175
0,,,,,,,,2533.19999999999982,6410.68000000000029,34.3599999999999994,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,44.8500000000000014,苹果,02,09,350426,662.087999999999965,5493.66299999999956,37,80,,,,,,,,,,,,,127552,19362,2000,9544,,,,,254002,3748638,,,76393,3755,,,19,157,124,571,3653658,83955171,1,261,447829,12091865,,,741645,1947567,,,,,229559,6067485,7392,35246,174237,2363342,,,,,149817,819335,62,156,,,9995571,333197803
0,Y,Y,13,华为,01,09,350821,5519.75,15499,15.5,4,,,,,,,7000,399461,,,3001,10348,102686,9619,17474,418,,,,,7863055,82614602,,,260752,354607,,,36733,5993,14927,4601,17982869,214104133,5713351,32880976,1018185,11951579,3830,10065,5390564,165452041,241112,1223105,5025,1678,125307234,82930800,538076,1062343,,,,,,,5737527,99575829,39272,8765,,,660734367,20060607773
0,,,,,,,,1561.97600000000011,13993.9760000000006,41.2439999999999998,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,81,苹果,02,07,350205,1026.33300000000008,8751.52800000000025,197,72,,,,,,,1365,501993,,,1,283,17251,91643,,,,,,,13875774,80191627,,,100716,48909,82,464,57,526,446586,3578354,7934952,316801839,2655005,63721017,3756257,55440480,93,792,14263473,61333992,83640,45393,,,2533014,31306926,667398,315185,2550,180560,,,,,3178676,47314588,85465,55416,,,40708235,1183008492
0,Y,Y,39.8999999999999986,苹果,01,10,350203,1312.19399999999996,6842.44800000000032,36.6869999999999976,67,,,,,,,,,,,,,143,754,,,,,,,361507,2923384,,,152387,1295130,,,69,814,175034,2870276,178603,4621759,188,689,129257,3250141,75,1065,13026743,192715603,234264,57078,,,11310511,31965868,255821,1691808,,,13000,24924,,,129225,1953936,2461,18507,,,244188935,13954384229
0,,,,,,,,428.769000000000005,3484.11499999999978,88.7690000000000055,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,N,Y,109.609999999999999,苹果,01,07,350425,1550,9536.64700000000084,481.980000000000018,51,,,,,,,1008895,25735449,,,,,9689912,91526256,,,,,,,4928174,120319808,,,2118024,137667848,,,,,1002974,5884751,1880950,111339865,2801783,9700784,2784513,58101216,,,4781374,48024702,292162,332548,,,40356,1318252,18694,799474,,,,,,,4481414,20965267,1257962,6106734,72316,240930,115946131,6488825043
0,N,Y,93,苹果,02,05,350783,341.800000000000011,2462.80000000000018,156.599999999999994,5,,,2,358,,,735241,6105403,,,1,360,46825,361271,,,,,,,2358988,14557606,,,668507,1051968,,,75000,2292,401810,2194902,49457514,930568706,4299108,63238972,8380071,54940374,,,11243801,411561483,98003,163684,,,43988993,104886038,471201,3809031,83,7845,,,193,2727,8940791,127895406,425544,18509,271414,4511974,347724883,20717571254
0,Y,Y,42,苹果,02,08,350402,663,2816.11999999999989,38.6799999999999997,25,,,,,,,,,,,,,,,,,,,,,,,,,8,1156,,,,,,,172045,7092560,112162,1127635,1,263,,,725,28523,11358,32048,,,,,,,,,,,218552,3704013,4790,62867,,,,,8319,15249
0,Y,Y,60.5,小米,01,08,350206,859.635999999999967,4115,28.0910000000000011,11,,,,,,,253,19842,,,,,,,,,,,,,,,,,23546161,29070786,,,152,272,63555,3485263,2599183,15675978,168,312,,,,,9301712,8529131,31000,17249,,,5591233,1975708,1097,21920,,,,,,,2,615,,,,,56933071,725921752
0,,,,,,,,563.739000000000033,2386.17399999999998,201.390999999999991,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,0,华为,01,08,360781,893.067000000000007,2416.69999999999982,77.8670000000000044,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1988,,,,,,,,,,,,,,,,,,,,,488,3528
0,Y,Y,61.1000000000000014,苹果,01,07,411425,1867.48399999999992,19166.719000000001,75.921999999999997,64,,,,,,,,,,,,,,,,,,,,,27010,18921,,,,,,,,,,,49293,83497,4509,15906,3555,18078,,,69377,1495272,,,,,44453,2501242,6058,91095,,,,,,,254556,131844,,,6000,18828,654496,50630238
0,,,,,,,,793.611999999999966,4690.52199999999993,62.1640000000000015,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,6.51999999999999957,苹果,02,07,412828,910.107999999999947,4301.32300000000032,17.1999999999999993,65,,,,,,,,,,,,,,,,,,,,,0,2032,,,,,,,,,,,0,2036,,,,,,,10000,27485,,,,,,,57,1964,,,,,,,,,,,,,741,21964
0,Y,Y,130.719999999999999,华为,02,10,352624,892.553999999999974,4443.98599999999988,54.1760000000000019,74,,,80,391,,,30022,944,,,,,1448,5798,,,,,,,7339849,52939363,,,79069,15725,,,196,639,4548764,118372543,756020,18832822,759533,364237,5718580,69848104,3117413,9132816,19021871,130851622,13843,156296,181,79185,2353133,20811345,8199212,73858468,42,16364,,,,,3363842,38238865,9505,107447,,,71412125,1793384341
