is_blue,is_local,is_core,arpu,brand,gender,age,id_area,avg_time,avg_distance,avg_speed,n_obs,manhua_ltime,manhua_lflux,jinrongye_ltime,jinrongye_lflux,zhuti_zhuomian_ltime,zhuti_zhuomian_lflux,wuliu_kuaidi_ltime,wuliu_kuaidi_lflux,yule_zixun_ltime,yule_zixun_lflux,dongzuo_youxi_ltime,dongzuo_youxi_lflux,qiche_xinxi_ltime,qiche_xinxi_lflux,caijing_zixun_ltime,caijing_zixun_lflux,waiyu_ltime,waiyu_lflux,junshi_zixun_ltime,junshi_zixun_lflux,lvyou_chuxing_ltime,lvyou_chuxing_lflux,bangong_wenjiao_ltime,bangong_wenjiao_lflux,shouji_shuma_ltime,shouji_shuma_lflux,shequ_luntan_ltime,shequ_luntan_lflux,hunlian_jiaoyou_ltime,hunlian_jiaoyou_lflux,gongju_ruanjian_ltime,gongju_ruanjian_lflux,tuangou_dazhe_ltime,tuangou_dazhe_lflux,waimai_songcan_ltime,waimai_songcan_lflux,dache_ruanjian_ltime,dache_ruanjian_lflux,cidian_fanyi_ltime,cidian_fanyi_lflux,shejiao_wangluo_ltime,shejiao_wangluo_lflux,anquan_shadu_ltime,anquan_shadu_lflux,dianying_ltime,dianying_lflux,shouji_yuedu_ltime,shouji_yuedu_lflux,liulanqi_ltime,liulanqi_lflux,keji_zixun_ltime,keji_zixun_lflux,fuzhuang_fangzhi_ltime,fuzhuang_fangzhi_lflux,shijian_tianqi_ltime,shijian_tianqi_lflux,dianzi_zhifu_ltime,dianzi_zhifu_lflux,yiliao_jiankang_ltime,yiliao_jiankang_lflux,weizhang_chaxun_ltime,weizhang_chaxun_lflux,shouji_shipin_ltime,shouji_shipin_lflux
0,,,,,,,,798.856999999999971,4361.14300000000003,76.3569999999999993,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,26.75,苹果,01,04,350125,1040.5,6683.5,26.125,8,,,,,,,44,316,,,,,,,,,,,,,13959,22782,,,,,,,,,,,768777,23744343,,,,,,,249389,1741700,80121,120812,,,561131,1394105,922,2642,87268,128416,,,,,473319,4137896,130000,1244938,,,9631305,324674228
0,N,Y,49.7999999999999972,苹果,01,05,360730,812.461999999999989,4123.46200000000044,78.5769999999999982,26,,,,,,,7923617,3453859,,,148,11068,3076135,4959954,11000,13988,,,,,656403,12450449,,,109018,12132,,,2946850,26022799,1340563,320225,229171487,1231357450,2686675,24936236,305363,8490893,,,10381873,92489523,65510,177673,,,15332636,117746784,150,3814,429200,26722800,,,,,1053839,73239470,160080,57569,,,157033166,9307199020
0,N,Y,22,HONOR,01,09,350625,3976.25,27109.5,32.75,8,,,,,,,,,,,,,,,,,,,,,1911732,3385470,,,271215,7604588,,,268,204,53115,748402,2251468,60091865,538863,12451338,2033739,13369769,,,1703645,152958489,6471,32083,,,84477,1344344,24107,66529,,,,,345253,316288,3721926,59241930,15106,10186,,,11787731,158724771
0,,,,,,,,94,698,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,350.153999999999996,2146.846,436.615000000000009,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,22,苹果,01,09,350583,1110.3900000000001,9048.81899999999951,33.1709999999999994,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602,28481,,,,,,,,,,,,,,,,,,,,,49986,29312
0,Y,Y,75.7900000000000063,"""""",01,06,350203,864.971000000000004,4014.98599999999988,54.2999999999999972,70,,,1,311,,,171319,809833,,,,,33229928,98392327,,,,,,,4883952,4246391,,,1161345,202409,,,29042,35330,92966,188613,34763552,1561392407,4900053,11479501,2839347,11720726,,,3795762,16299068,54093,275643,45,567,16709495,46928664,1174802,3493863,14598696,130414809,,,,,11013384,159095652,115767,7101168,,,121929190,10202607867
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,98.0600000000000023,华为,02,09,352602,493.636000000000024,5011.31800000000021,617.408999999999992,22,72,711,,,,,387840,3226775,,,,,320169,1382467,1000,450100,,,,,23066,6943890,,,546679,252654,,,,,495600,4081100,44344913,2336033076,3293740,32230521,168691,625513,624000,182599,2881707,26101420,292065,436021,,,1771780,45345840,7854259,14164800,0,166,,,,,9274588,80604457,642791,5154597,,,51585632,3082248539
0,,,,,,,,1421.23900000000003,6940.01800000000003,44.5930000000000035,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,1362.33300000000008,5339,236.667000000000002,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,36,苹果,02,07,350524,727.274000000000001,2497.17700000000013,14.6449999999999996,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,1956
0,,,,,,,,921.509999999999991,2262.1840000000002,252.235000000000014,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,N,Y,134.599999999999994,欧珀,01,07,350426,2451.78600000000006,7540.64300000000003,27.3329999999999984,42,,,,,,,,,,,1990,4217,186449,39692,,,,,,,3557678,23962570,,,30000,97322,,,48000,17375,68686,345400,1535016,8227236,558782,357158,6759744,19219820,,,18109915,35369590,105823,185162,,,24061784,48118381,2972726,2973157,1088727,39095026,,,20429,30940,1348752,1678851,0,40,219869,369654,155150516,9561809914
0,N,Y,66.9000000000000057,苹果,02,05,350302,824.407000000000039,10127.366,238.122000000000014,123,,,460,11004,,,1940023,27200590,,,7799,26116,4302806,9339433,,,,,,,23389889,223840555,86000,158327,117428,666884,,,139,3152,1866872,46648455,54628536,1971460624,10348578,303106727,18649326,291038553,71074,34947,14578379,321910332,167249,132838,166,1644,108207876,688359542,424836,2036476,95371,3304849,1040,26103,15113,11331,17810123,233439251,1347416,7964670,,,195203406,11203226068
0,Y,Y,3.08999999999999986,华为,03,16,"""""",1467.21199999999999,4120.38100000000031,21.0710000000000015,113,,,,,,,,,,,,,950117,24782802,249303,1890545,,,,,2400010,6276632,,,7774845,644458,,,442723,13266,178859,828635,1579574,16329033,2069742,4521539,1962784,10933817,0,360,4150461,128895266,75222,397758,,,836228,5083999,2292008,26800817,139385,14913972,,,3,573,5425214,65390771,12566,13622,26000,47894,45025497,1767980558
0,,,,,,,,172,202879,4246,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,877.381999999999948,5791.35300000000007,39.5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,99,华为,01,11,350212,1801.5329999999999,20313.5329999999994,51.5,30,,,,,,,,,,,,,189172,2681272,,,,,,,2,151,,,30,272,,,5530,199611,289,11946,2203100,604903,354069,220434,63,311,,,4462322,109190021,283586,473796,0,432,2865585,19732924,9882416,7271462,4834275,85040291,,,,,276661,209877,241109,71803,,,92345812,1439902482
0,Y,Y,74.7000000000000028,三星,01,08,350204,2226.37699999999995,18544.844000000001,99.570999999999998,77,,,,,,,504,216,,,,,56200,2216348,31,144,,,,,2164256,809395,,,80974978,6380713,,,,,141910,1859457,5768165,196648459,172000,8243751,98991,12881,39,212,6831671,103435200,174604,78478,,,527735,5862473,3384156,6161206,737701,13324427,,,3903760,3067388,18185611,24222292,250638,379206,60,328,38636415,455558931
0,Y,Y,10,"""""",01,12,320504,472.619000000000028,2430.75,508.119000000000028,84,,,,,,,,,,,,,1,168,,,,,,,0,360,,,,,,,,,41486,882051,1085506,113952,,,,,,,226,11216,,,,,2586,111900,,,,,,,,,153613,282179,6000,592,,,12412054,416632540
0,,,,,,,,6161.12899999999991,10469.6450000000004,50.2689999999999984,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,2300.5,19361.5,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,1915.56999999999994,10422.3500000000004,119.340000000000003,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,647.392000000000053,3703.93199999999979,156.622000000000014,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,10,欧珀,01,07,350622,1446,10497.2119999999995,15.4550000000000001,33,,,,,,,,,,,,,,,,,,,,,,,,,577,15896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,10440
0,Y,Y,158.800000000000011,小米,01,06,513822,2063.75,10642.2219999999998,347.59699999999998,72,,,,,,,2130966,35144047,,,63003,7332,4066586,81385568,1064161,15438120,,,,,44969409,983855057,,,354825838,239405526,,,3000,9077,23635295,193354298,55942133,1446837577,2511388,14175779,3917983,50224335,133006,46236,355813744,141821772,1916773,796683,110,638,166869836,158240958,5854929,7195816,171712,7073521,,,40597,11166,11697247,24948932,209780,545472,883314,5062470,883060397,45667605271
0,Y,Y,138.349999999999994,苹果,02,07,350301,515.437000000000012,3525.74699999999984,453.033999999999992,87,,,,,,,151199,7225907,,,,,47291,1945254,757,1736,,,0,312,10407360,57291355,,,36520,32873,,,,,78166,660193,14750710,223813820,4278657,49834306,1237036,46732960,,,18584857,844693291,208361,165008,,,6508163,35546146,1319018,69694987,71,156,,,,,21508610,362110756,2439,3240,22461,1328496,20836716,1420373535
0,Y,Y,10,小米,01,10,410123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7156,4396
0,Y,Y,129.919999999999987,华为,02,07,210882,1622.54500000000007,10517.509,47.7269999999999968,55,,,,,,,,,,,,,2948,26475,,,,,,,100505,49688,,,90537,356248,,,,,641080,926379,6726790,32904109,4748096,62312992,216,1232,,,3707967,14995366,80527,609304,,,179170544,100554411,4089864,65787764,2,501,,,2,269,14373331,105231291,337988,8865,,,533862463,36106461495
0,N,Y,13,华为,02,09,350206,1211.5,9104.625,108.625,8,,,,,,,7255,39680,,,,,352047,3684735,,,,,,,,,,,8894,49333,,,13029,25180,94778,287833,81349,561184,,,,,,,289802,6209174,492,6065,,,11505445,84546391,310416,435277,,,,,,,363389,189351,9000,2128,,,20091143,1713998810
0,,,,,,,,642.022000000000048,5511.60900000000038,144.825999999999993,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,19,华为,02,11,362232,719.946000000000026,4581.90499999999975,65.8379999999999939,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,72.5,苹果,02,09,350221,1917.21100000000001,11141.9470000000001,33.9470000000000027,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,9160,,,,,,,4095,34151,,,,,0,120,,,,,,,,,,,,,,,93661,37538209
0,Y,Y,36,华为,02,05,330328,613.246999999999957,4170.16499999999996,52.2469999999999999,85,,,,,,,502075,14904332,,,60,1640,15201,4647,2,312,,,416317,552044,18526485,74041834,,,92507,96427,,,305284,18902,517376,42585620,8676905,220709244,1688349,5119148,12692051,218309980,,,3234269,97686029,9106,111135,,,8070970,15919858,1371695,4587924,5136510,46007537,,,,,4687216,316085794,166577,149051,,,62446125,5508740223
0,,,,,,,,716.966999999999985,2921.2199999999998,61.3519999999999968,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,0.0200000000000000004,东方龙,03,16,"""""",1269.11300000000006,10169.3389999999999,41.5,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,400
0,Y,Y,0.450000000000000011,华禹,03,16,"""""",1775,9942.75,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,31.8999999999999986,欧珀,02,05,350722,648.961999999999989,2824.57700000000023,29.8079999999999998,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5512,3760,,,,,,,,,,,,,,,,,,,,,68,1936
0,Y,Y,19,华为,02,06,350721,213.370000000000005,2193.59299999999985,1887.85200000000009,27,,,,,,,,,,,,,,,,,,,,,28989,461303,,,0,40,,,,,,,1845160,29737005,168000,1518675,58000,208157,,,366863,63911975,,,,,32,720,,,,,,,9000,21846,132189,571138,,,,,2439886,60739925
0,,,,,,,,1848.33300000000008,5558.08299999999963,17.0829999999999984,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,45.6499999999999986,"""""",01,09,350322,1765.57099999999991,13183.0239999999994,85.1189999999999998,42,,,,,,,278461,1943591,,,,,2133185,43002298,130624,741454,,,,,1834016,8409014,60002,7685,722185,210410,,,6033,12322,837765,1220074,14742524,306823583,733645,842622,7392480,74815313,2,646,8763228,18173608,281843,1118528,,,5084504,35108510,26218268,72485307,15008,34561,,,187603,4845578,33853410,118478766,258310,111310,2002,219933,188940512,7317418346
0,Y,Y,39.1000000000000014,苹果,02,07,350104,1171.12100000000009,22700.6970000000001,44.1210000000000022,33,,,,,,,1652807,16106448,,,,,271884,1384424,,,,,,,1651797,47866147,,,197677,5218803,,,46000,12312,14238103,77171482,58069510,1866304007,1946522,41144922,185000,11432372,59904,82314,75179005,1112451297,1091427,839807,,,1020370,8527343,4949819,3294375,50331,8177,,,12415,8240,17179828,159065959,367810,880906,12104,85762,218850469,3525630482
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,16.2699999999999996,小米,02,15,350204,404.259000000000015,2458.87899999999991,51.6379999999999981,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,2191.28600000000006,20031.5709999999999,25.4289999999999985,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,24.5,三星,01,11,350203,,,,,,,,,,,,,,,,,27,144,,,,,,,9489,27848,,,67500,8310,,,,,132288,522935,2162417,9566908,541599,399783,11,168,,,103978,137279,466055,462308,,,20936,24136,30640,283359,,,,,,,227694,50812,,,,,5328377,76111698
0,Y,Y,29,苹果,01,10,350526,1051.54099999999994,8443.45900000000074,77.4050000000000011,37,,,,,,,99644,361305,,,,,277992,4501594,524,8842,,,,,5591756,339147044,,,993711,11550297,,,10000,13220,122439,484341,5883310,252772534,597992,3438896,22956,31859,,,2035948,33983618,20670,118388,,,1253603,15858444,31385,97511,96976,3186,,,0,66,4263182,59657271,1634,24813,,,31261897,2278364709
0,Y,Y,38,华为,02,12,132401,892.92999999999995,5530.28099999999995,62.8419999999999987,57,,,,,,,,,,,,,132056,3980,189,1354,,,,,452281,2470387,,,,,,,,,93689,1040583,448107,1215967,2304,81976,5718725,80691763,,,566217,1328269,99872,249220,,,5984404,11881866,2013119,3943176,289570,12674329,,,,,1479813,17526879,,,,,26436733,2104054611
0,Y,Y,10,苹果,01,10,350204,,,,,,,,,,,,,,,,,140,1126,,,,,,,102639,49420,,,,,,,,,,,402,4940,,,,,,,48585,43495,,,,,13998,48103,,,,,,,,,,,,,,,786571,110272668
0,Y,Y,56,华为,01,08,350628,2364.23100000000022,9493,105.153999999999996,13,,,,,,,60742,87469,,,,,1610,72199,135847,35854,,,,,1848933,12762949,,,801944,10925897,,,1086003,1857304,885152,4730253,4800921,39758660,778200,308172,1250331,6591307,,,72190068,928183433,288977,171091,,,23391433,31190914,705148,16018391,190,7079,,,60764,19594,9715600,56657168,153639,559560,229,640,112317422,6098545183
0,Y,Y,118.900000000000006,联想,01,06,431022,1683.81400000000008,2726.65299999999979,74.9410000000000025,118,,,,,,,91114,2298196,,,,,552721,329773,61037,123604,,,,,1526112,1734634,,,2158263,1283212,2,382,68006,1404472,7360218,9204558,19811351,365385231,606545787,509888406,1002406,10112068,1995,420,14076451,13920786,282272,447532,65000,10216384,47339257,36298306,5247092,17486961,359507,3231809,,,0,45,22855722,100899439,143117,107491,1,225,366606382,20303157244
0,Y,Y,35.8500000000000014,苹果,02,05,440921,569.662000000000035,2444.33800000000019,108.099000000000004,71,,,,,,,95452,169827,,,,,3091,5108,,,,,,,3494913,42236415,,,196424,816979,,,130,276,855,354993,10752457,240817999,579313,6891281,120340,20448,22000,4843480,14625698,574846346,,,,,522475,3070507,11545,451362,0,53,,,,,3401078,22977773,157872,3814944,,,69252706,1533235468
0,,,,,,,,1875.36999999999989,21264.2589999999982,40,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,19.3000000000000007,红米,01,05,350622,1102.2829999999999,2812.86799999999994,12.1509999999999998,53,,,,,,,,,,,,,0,65,,,,,,,,,,,1950837,6658350,,,,,,,56782,156214,0,40,,,,,10698591,7435175,,,,,3396021,4559542,,,,,,,,,32000,31893,,,,,9575078,730314304
0,,,,,,,,905.947000000000003,4365.85300000000007,290.360000000000014,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,0,"""""",02,05,350921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1080
0,Y,Y,24.3599999999999994,一加,01,11,321102,2038.63200000000006,15455.7890000000007,601.105000000000018,38,,,,,,,24235,3408,,,,,21267,6171,97273,56727,,,,,2439162,9385062,,,2021388,571926,,,17562,800,49723444,2996293535,24523664,268073833,4270129,2692082,4322699,28380398,1,427,34781871,236556148,371727,555512698,,,164044430,118663055,2530313,66537508,148033,6338342,,,25728,115800,3521592,609796678,244549,207941,,,273106840,3091634912
0,N,Y,0,华为,01,09,350526,2192.17900000000009,2045.84500000000003,13.702,84,,,,,,,,,,,,,73,272,,,,,,,259700,2134028,,,63421,21280,,,,,1047,338409,122340,64297,47000,4880,545,566421,,,909647,2508773,26652,137898,,,30641,1201326,515509,838415,0,60,,,241,2136,533956,559196,,,84000,124215,3513728,50452606
0,Y,Y,19.7399999999999984,华为,01,07,350322,1164.05899999999997,9316.05899999999929,33.4709999999999965,85,,,,,,,37883,49100,,,,,1834673,6446849,50571980,198145966,,,,,4463239,50713528,,,2650664,33518950,,,,,94120,107428,2971663,109278271,186174,272605,2673750,54763680,,,3620255,15598400,3678,86457,,,6682169,11116409,1489016,8818852,,,,,38000,376549,2423105,24925956,464,2371,9507,70589,27005130,3726815610
0,Y,Y,129,苹果,01,10,352624,717.673999999999978,7736.48800000000028,38.2790000000000035,43,,,,,,,104016,89713893,,,,,166831,619802,14765,415724,,,,,9197023,377906501,,,63515,9272,2,462,76,518,1756543,677281464,2138148,63279737,3479031,71597655,9142296,63256328,118876,570648,126239129,12690393320,249458,371325,,,1283507,9205000,8721,26681,95269,273213,,,,,4859204,104706846,574051,1082156,,,5244496,438367146
0,Y,Y,227.030000000000001,苹果,01,09,350205,1558.3130000000001,11835.2749999999996,119.674999999999997,80,,,,,,,43000,3648643,,,,,395674,1727271,63329,202245,,,,,2080237,12086517,,,356705,1680390,4000,19381,,,487134,2204906,675049,793414,2219814,8323292,4863635,28352824,455798,6290826,6362148,48999669,210024,1882182,,,25094475,27255331,77093,296705,96,9258,,,4,858,11520898,109665620,189891,11834518,134917,960523,50882870,2871091814
0,,,,,,,,715.687999999999988,3960.09400000000005,32.625,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,149.300000000000011,苹果,02,06,361121,864.839000000000055,3916.59700000000021,102.113,62,,,,,,,207004,4060331,,,2,522,4346036,3441411,60075,78422,,,,,14248586,55490678,,,50025,709551,,,,,524464,4245107,101479748,3946508544,2151673,27420477,8683623,35808387,180000,156968,155926677,5384657027,1397131,205888,,,7970603,122242883,416815,1415949,171,1829,42000,8502,,,10832073,94393076,1372319,16486463,0,60,303378569,20197314066
0,,,,,,,,1561.13499999999999,6078.54100000000017,19.1080000000000005,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,137.900000000000006,苹果,02,07,140402,1004.20000000000005,4115.07300000000032,149.599999999999994,55,,,,,,,2275,808,,,,,3206,7771,,,,,,,7647987,46310717,,,413489,11657201,,,23000,12033,76927,397750,10092645,351751027,11126030,285097932,5320810,52256322,,,2154981,16646456,276,10893,,,4694503,17264819,22419,2465731,3965,497652,,,,,7786955,46408627,2621,197814,,,70642867,3549803673
0,N,Y,16,苹果,02,14,370633,269.055999999999983,7982.77800000000025,6835.72199999999975,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33637,63958,,,,,1000,5581,,,,,,,,,,,,,,,,,,,,,63280,21493344
0,Y,Y,24.6000000000000014,小米,01,11,522226,848.109000000000037,2461.17200000000003,132.578000000000003,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,0.450000000000000011,华禹,03,16,"""""",2970.51699999999983,5992.32800000000043,162.586000000000013,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,56.2299999999999969,华为,01,08,350582,1148.471,6308.65400000000045,72.2120000000000033,104,,,,,,,186126,1671672,,,,,451373,625343,,,,,,,450756,1841630,,,15000,168253,,,,,80256,136876,1697917,72991985,776,43024,448060,12695299,,,194116,1250041,2738,39803,,,289582,1894511,135456,551827,,,,,,,87906,1395946,,,,,3907182,439010931
0,,,,,,,,1339.54199999999992,6204.95799999999963,24.2710000000000008,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,2500.40000000000009,4014.5,1011.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,29.1999999999999993,苹果,02,05,350322,1240.61699999999996,11211.1280000000006,35.4889999999999972,47,,,,,,,346106,23567880,,,,,193,3983,,,,,,,8672965,90488735,,,195,1098,,,,,205618,53728021,50769311,3051939632,2751160,28655689,88981,14998,,,23653694,1086676292,73212,582542,,,793204,884266,1754873,3874434,,,,,1000,49200,3035406,48613945,40388,3259,,,31772464,1045466377
0,Y,Y,52,苹果,02,06,350481,1220.40499999999997,10747.3240000000005,28.2970000000000006,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,186,233291,17756797,640601,7889280,,,,,120822,482024,,,,,,,420,4520,,,,,,,,,,,,,507569,17426105
0,,,,,,,,1301.6110000000001,15059.759,44.036999999999999,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Y,Y,69.7999999999999972,苹果,01,05,350582,706.29200000000003,1680.8309999999999,60.4489999999999981,89,,,,,,,210419,22672,,,,,157769,383633,,,,,,,15258612,73089070,,,254943,501895,,,,,521008,9273375,42408447,1151201499,4758953,119736938,6876215,56695275,,,36702781,1137375995,311,4240,,,130191296,173142976,299934,1109053,1,415,,,4,895,6365338,87868926,557895,5289291,134241,490965,226699747,11431345208
0,Y,Y,32.6000000000000014,小米,01,07,350825,1720.31999999999994,5818.07999999999993,138.159999999999997,50,,,,,,,,,,,,,,,,,,,,,64006,632586,,,1086343,1005104,,,,,,,32016,1160,,,,,,,583864,1128205,,,,,0,40,,,,,,,,,93100,438465,,,,,543142,19101268
0,Y,Y,96.0999999999999943,华为,02,06,350722,996.254000000000019,4245.34900000000016,43.5399999999999991,63,,,,,,,,,,,,,,,,,,,,,,,,,55936,4401995,,,,,37994,2807,1101480,61981021,33399,312,92347,15334,,,93644,34234,63469,46127,,,1009000,62842,107012,623052,,,,,,,84978,142017,,,,,9541176,202774747
0,Y,Y,21.9600000000000009,华为,02,08,350322,1836.03800000000001,15911.2880000000005,209.699999999999989,80,,,,,,,,,,,,,,,152145,6621281,,,,,176058,1106411,,,33228,16695,,,,,67230,745779,361664,24992635,60667,34638,457061,10210978,150000,1580633,1008142,7658222,49127,98307,,,1360949,15299801,1453425,2202467,,,,,,,12857502,206303107,12000,51285,,,1500186,155030862
0,Y,Y,121,华为,02,12,350403,585.45799999999997,3671.83300000000008,43.7079999999999984,48,,,,,,,,,,,,,98021,33353,,,,,,,6153977,22053566,,,44938,5336828,,,,,45240,119108,438605,20850465,33392,320073,412360,18423116,,,299086,153836,6945,109451,,,120027,15356,321019,631859,,,,,,,278833,2174328,15035,444,,,19185067,827013758
0,Y,Y,39,苹果,01,06,360732,1778.52700000000004,19369.1889999999985,215.703000000000003,74,,,,,,,1000,1256,,,,,172264,4720572,93,3090,,,,,7499654,85731237,,,63659,148951,,,15093,10240,193166,2001585,13901679,341129157,616607,23076698,3516080,140001925,,,16320967,101249143,42970,56137,,,119325819,76299319,368799,170095792,,,,,,,3016178,63162809,4021,8033,149125,1075384,980313328,123693881033
0,,,,,,,,1568.58600000000001,16136.2070000000003,40.5339999999999989,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,N,Y,54.2999999999999972,小米,02,05,360733,1282,5398.73300000000017,104.667000000000002,15,,,,,,,325443,36151,,,,,2161355,1205691,612164,66388,,,,,9605603,49288412,,,46267739,136368050,,,210577,61862523,606130,173030332,11291854,344798063,309916,477198,4814085,63783234,,,30349824,21908246,6772,44131,,,6231970,14359044,1013760,3386068,3,565,,,1,329,18449623,78385243,43265,28729,,,81966452,12430748905
0,N,N,40.5,华为,02,06,142401,686.522000000000048,4033.73900000000003,137.870000000000005,23,,,,,,,,,,,,,86721,225671,,,,,,,890757,6220290,,,50000,35131040,,,279076,840,251008,243474,4351105,17214389,1358280,526501,456679,10769803,,,736786,2788347,7425,263906,,,1049361,2737917,167845,592421,,,,,,,747962,49925107,4092,70490,,,18744439,657142590
0,N,Y,26.8000000000000007,一加,01,07,350681,4202.58299999999963,18763.7079999999987,72.2079999999999984,24,,,,,,,,,,,,,170119,3240994,1000,2725,,,,,4876685,32763056,,,7442,36335,,,7163513,118100,2135223,76309715,859437,631311,1265442,6112644,2017591,36884748,,,25161426,926388269,2079,94741,,,4299270,6788278,133431,386875,,,,,,,3840491,41223006,29205,36479,658,178872,46860525,2841251336
